fy,title,title_url,original_solicitation,original_solicitation_url,recipient,state,award_number,amount,status
2024,A Combined Molecular Analysis of Pollen Utilizing Lipid Profiling & DNA Barcoding for Plant Species Identification: A Forensic Application,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01571-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,THE UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,FL,15PNIJ-24-GG-01571-RESS,"$120,000",Open
2024,A Comparative Evaluation of the MinION and MiSeq Sequencing Platforms for the Analysis of Human Hand Microbial Profiles for Forensic Investigations.,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03842-slfo,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,FLORIDA INTERNATIONAL UNIVERSITY,FL,15PNIJ-24-GG-03842-SLFO,"$487,790",Open
2024,A Comprehensive Evaluation and Error Rate Assessment of Field Colorimetric Testing for Seized Drugs,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03851-slfo,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GG-03851-SLFO,"$499,902",Open
2024,A Focused Deterrence Program for Juveniles with Firearm Offenses: a Randomized Controlled Trial and Process Evaluation,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03092-mumu,NIJ FY24 Research and Evaluation on Youth Justice Topics,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172022,FLORIDA STATE UNIVERSITY,FL,15PNIJ-24-GG-03092-MUMU,"$1,255,241",Open
2024,A Multi-District Analysis of School Safety in School Districts Awarded STOP School Violence Grants in Fiscal Years 2018–2023,https://nij.ojp.gov/funding/awards/15pnij-24-gk-01051-stop,NIJ FY24 Research and Evaluation on School Safety,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171992,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GK-01051-STOP,"$933,524",Open
2024,"A Multi-Method Genetic, Craniometric, and Isotopic Approach to Estimating Geographic Origin of Unidentified Latinx Remains",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01578-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,TEXAS STATE UNIVERSITY,TX,15PNIJ-24-GG-01578-RESS,"$180,000",Open
2024,A National Review of Multidisciplinary Teams addressing Child Sexual Exploitation,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01653-mumu,NIJ FY24 Research on Multidisciplinary Teams,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172031,UNIVERSITY OF NEBRASKA,NE,15PNIJ-24-GG-01653-MUMU,"$1,499,977",Open
2024,A Pilot Study: Behavioral Response and Community Engagement (BRACE) Team,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05448-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,UNIVERSITY OF SOUTH FLORIDA,FL,15PNIJ-24-GG-05448-NIJB,"$399,995",Open
2024,A Statewide Assessment of the Impact of Virtual Check-Ins for Community Supervision,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01083-fsax,NIJ FY24 Research and Evaluation on Corrections,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171970,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GG-01083-FSAX,"$1,157,850",Open
2024,A Study of a Statewide Safe Firearms Storage Message Campaign in Texas Schools,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02407-stop,NIJ FY24 Research and Evaluation on Firearm Violence and Mass Shootings,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171966,WESTED,CA,15PNIJ-24-GG-02407-STOP,"$846,618",Open
2024,A Universal Method for the Detection of Gunshot Residue using Vibrational Spectroscopy,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03857-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",NY,15PNIJ-24-GG-03857-NIJB,"$556,572",Open
2024,ABCD Social Development (ABCD-SD),https://nij.ojp.gov/funding/awards/2017-mu-cx-0044/7,NIJ FY24 Invited to Apply – Adolescent Brain Cognitive Development: Social Development Sub-study (ABCD-SD),https://nij.ojp.gov/funding/opportunities/o-nij-2024-172213,UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,PA,2017-MU-CX-0044,"$1,800,000",Open
2024,Advancing Denver’s Handgun Intervention Program through Action Research,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05450-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,UNIVERSITY OF DENVER,CO,15PNIJ-24-GG-05450-NIJB,"$425,000",Open
2024,Advancing New Psychoactive Substance Detection by Performance Comparison of High-Resolution Mass Spectrometry Techniques,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01569-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,FLORIDA INTERNATIONAL UNIVERSITY,FL,15PNIJ-24-GG-01569-RESS,"$119,881",Open
2024,Age estimation from epigenetic features of hair DNA,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03843-slfo,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,15PNIJ-24-GG-03843-SLFO,"$640,358",Open
2024,American Association for the Advancement of Science (AAAS) Science & Technology Policy Fellowships 2024-25,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01170-ress,NIJ FY24 Invited to Apply - American Association for the Advancement of Science (AAAS) Science & Technology Policy Fellowships (STPF),https://nij.ojp.gov/funding/opportunities/o-nij-2024-172214,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,DC,15PNIJ-24-GG-01170-RESS,"$315,000",Open
2024,An Evaluation of Active Bystandership for Law Enforcement (ABLE) Training: A Multi-Method Approach to Measuring Effectiveness,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02575-ress,NIJ FY24 Research and Evaluation of Policing Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172011,THE CNA CORPORATION,VA,15PNIJ-24-GG-02575-RESS,"$1,001,561",Open
2024,Assessing the Implementation and Impact of Restorative Practices within a Multicomponent School Safety Approach,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01055-stop,NIJ FY24 Research and Evaluation on School Safety,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171992,THE URBAN INSTITUTE,DC,15PNIJ-24-GG-01055-STOP,"$1,083,944",Open
2024,Assessing Transgender Hate Crime Victimization and LGBTQ Liaison Unit Response,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01915-ress,NIJ FY24 Research and Evaluation on Hate Crimes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171949,THE CNA CORPORATION,VA,15PNIJ-24-GG-01915-RESS,"$694,620",Open
2024,Attribution of tire marks via their elemental profile,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03849-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,THE UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,FL,15PNIJ-24-GG-03849-NIJB,"$299,344",Open
2024,"Bail, Bias and Bargaining: Investigating Racial Dynamics in Plea Negotiations across Local Court Communities",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01796-ress,"NIJ FY24 Research and Evaluation on the Administration of Justice: Prosecution Practice, Justice, Case Tracking, and Workforce",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171995,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MD,15PNIJ-24-GG-01796-RESS,"$699,257",Open
2024,Best Practices for Forensic Laboratories Adopting Probabilistic Genotyping Systems,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03877-nijb,NIJ FY24 Invited to Apply – Forensic Science for Criminal Justice Purposes Program,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172241,"NOBLIS, INC.",VA,15PNIJ-24-GG-03877-NIJB,"$500,000",Open
2024,Black Box Evaluation of Hand Detail Image Comparisons,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03846-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,"NOBLIS, INC.",VA,15PNIJ-24-GG-03846-NIJB,"$746,866",Open
2024,Building the Capacity of Community-Facing Agencies to Implement Evidence-Based Practices,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02871-nijb,NIJ FY24 Evaluating Strategies to Advance the Implementation of Evidence-Based Policies and Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172002,THE URBAN INSTITUTE,DC,15PNIJ-24-GG-02871-NIJB,"$365,675",Open
2024,Characterizing and Preventing Domestic Terrorism: A Mixed-Methods Study of Five Far-Right Terrorist Groups,https://nij.ojp.gov/funding/awards/2020-za-cx-0003/1,NIJ FY24 Domestic Radicalization and Violent Extremism - Invited to Apply,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171954,"DEVELOPMENT SERVICES GROUP, INC",MD,2020-ZA-CX-0003,"$127,590",Open
2024,Child-Friendly Visits in Jail,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01570-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,UNIVERSITY OF WISCONSIN SYSTEM,WI,15PNIJ-24-GG-01570-RESS,"$119,999",Open
2024,Collaborative Strategies in Safeguarding Children: A Community-Centric Approach to Overdose Response,https://nij.ojp.gov/funding/awards/15pnij-24-gg-00752-mumu,NIJ FY24 Research on Law Enforcement Responses to Opioid Overdoses,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171913,"OHIO STATE UNIVERSITY, THE",OH,15PNIJ-24-GG-00752-MUMU,"$985,527",Open
2024,Criminal Justice Technology Testing and Evaluation Center,https://nij.ojp.gov/funding/awards/15pnij-23-gk-00931-nijb/1,NIJ FY24 Invited to Apply - Criminal Justice Technology Testing and Evaluation Center,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172180,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-23-GK-00931-NIJB,"$3,150,000",Open
2024,Data-driven Prosecution Practices: Exploring the Implementation and Impact of Plea Tracking,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01787-ress,"NIJ FY24 Research and Evaluation on the Administration of Justice: Prosecution Practice, Justice, Case Tracking, and Workforce",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171995,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GG-01787-RESS,"$769,955",Open
2024,Defining the Properties of Osseointegrated and Ingrowth Bone Around Orthopedic Medical Devices and Their Effect on Fracture Risk in Elderly Populations:  A Forensic Anthropological Perspective,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01583-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,TEXAS STATE UNIVERSITY,TX,15PNIJ-24-GG-01583-RESS,"$180,000",Open
2024,Development of double casts for the validation of three-dimensional imaging systems for firearm forensics,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01553-ress,NIJ FY24 Research and Evaluation for the Testing and Interpretation of Physical Evidence in Publicly Funded Forensic Laboratories,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171969,UNIVERSITY OF CENTRAL OKLAHOMA,OK,15PNIJ-24-GG-01553-RESS,"$205,090",Open
2024,"Development of new cocaine hair testing guidelines: investigation of decontamination protocols, damage/adulteration evaluation, and cosmetic treatment impact",https://nij.ojp.gov/funding/awards/15pnij-24-gg-03852-slfo,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,NY,15PNIJ-24-GG-03852-SLFO,"$185,870",Open
2024,Dialogue that Works: Examining Police Communication Strategies and Citizen Compliance,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05458-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,ARIZONA STATE UNIVERSITY,AZ,15PNIJ-24-GG-05458-NIJB,"$399,881",Open
2024,Differentiation of Hemp and Marijuana Through Ion Complexation with Copper Phosphine Complexes,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03858-resd,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,SAM HOUSTON STATE UNIVERSITY,TX,15PNIJ-24-GG-03858-RESD,"$216,763",Open
2024,Disaggregated Estimates of the Prevalence of Trafficking in Humans (DEPTH),https://nij.ojp.gov/funding/awards/15pnij-24-gg-01747-ht,NIJ FY24 Research and Evaluation on Trafficking in Persons,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171960,COLORADO MESA UNIVERSITY,CO,15PNIJ-24-GG-01747-HT,"$2,495,790",Open
2024,DNA mixture interpretation of SNP sequencing data for investigative genetic genealogy,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01568-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,THE REGENTS OF THE UNIV. OF COLORADO,CO,15PNIJ-24-GG-01568-RESS,"$120,000",Open
2024,Does Training Police Officers In Brazilian Jiu-Jitsu Improve Use Of Force Outcomes? An Experimental Evaluation With Systematic Social Observation in the Colorado Springs Police Department,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02567-ress,NIJ FY24 Research and Evaluation of Policing Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172011,POLICE EXECUTIVE RESEARCH FORUM,DC,15PNIJ-24-GG-02567-RESS,"$1,325,889",Open
2024,Droplet digital PCR: assessing the increased performance for DNA quantification in forensic science,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03854-slfo,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,NORTH CAROLINA STATE UNIVERSITY,NC,15PNIJ-24-GG-03854-SLFO,"$422,235",Open
2024,Early Intervention for Victims of Crime: Evaluation of Skills for Psychological Recovery,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01743-nonf,NIJ FY24 Research and Evaluation of Services for Victims of Crime,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171964,THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,15PNIJ-24-GG-01743-NONF,"$741,523",Open
2024,Effects of insects and soils on the assembly of universal microbial decomposers and prediction of postmortem interval,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03839-resd,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,COLORADO STATE UNIVERSITY,CO,15PNIJ-24-GG-03839-RESD,"$481,616",Open
2024,Enhancing Equitable Forensic Identification:  An Evaluation of Pelvic Morphology for Parity Detection and Age Estimation in Unidentified Skeletal Remains,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01579-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,TEXAS STATE UNIVERSITY,TX,15PNIJ-24-GG-01579-RESS,"$180,000",Open
2024,Enhancing Risk-Need-Responsivity Implementation: An Evidence-based System for Case Management Support,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02870-mumu,NIJ FY24 Evaluating Strategies to Advance the Implementation of Evidence-Based Policies and Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172002,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,MA,15PNIJ-24-GG-02870-MUMU,"$1,445,599",Open
2024,Enhancing the evidentiary value of textile fibers with a combination of fluorescence microscopy and micro spectrophotometry,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03850-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,THE UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES,FL,15PNIJ-24-GG-03850-NIJB,"$412,786",Open
2024,"Establishing Police-Led Science in the Wauwatosa, WI Police Department",https://nij.ojp.gov/funding/awards/15pnij-24-gg-05456-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,NORTHEASTERN UNIVERSITY,MA,15PNIJ-24-GG-05456-NIJB,"$398,884",Open
2024,"Evaluating the Effectiveness of a Community-led, School-based Secure Firearm Storage Campaign in Michigan",https://nij.ojp.gov/funding/awards/15pnij-24-gg-02403-stop,NIJ FY24 Research and Evaluation on Firearm Violence and Mass Shootings,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171966,REGENTS OF THE UNIVERSITY OF MICHIGAN,MI,15PNIJ-24-GG-02403-STOP,"$998,907",Open
2024,Evaluating Virtual Reality Enhancements of an Evidence-based Multi-tiered Aggression & Bullying Prevention Program,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01052-stop,NIJ FY24 Research and Evaluation on School Safety,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171992,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,PA,15PNIJ-24-GG-01052-STOP,"$2,335,668",Open
2024,"Evaluation of Community-Based Violence Intervention and Prevention Initiatives (CVIPI) in New Haven, CT",https://nij.ojp.gov/funding/awards/15pnij-24-gg-02986-cvip,NIJ FY24 Community-Based Violence Intervention and Prevention Initiative (CVIPI) Research and Evaluation,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172060,"UNIVERSITY OF NEW HAVEN, INCORPORATED",CT,15PNIJ-24-GG-02986-CVIP,"$788,241",Open
2024,Evaluation of the Chattanooga United to Reduce Violence (CURV) Initiative,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02985-mumu,NIJ FY24 Community-Based Violence Intervention and Prevention Initiative (CVIPI) Research and Evaluation,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172060,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GG-02985-MUMU,"$998,491",Open
2024,Evaluation of the Kings Against Violence Initiative's (KAVI) Hospital-Based Violence Intervention Program (HVIP),https://nij.ojp.gov/funding/awards/15pnij-24-gg-01745-nonf,NIJ FY24 Research and Evaluation of Services for Victims of Crime,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171964,MDRC,NY,15PNIJ-24-GG-01745-NONF,"$1,105,591",Open
2024,Expansion of University of South Florida's BRIGHT Project to Combat Human Trafficking,https://nij.ojp.gov/funding/awards/15pnij-24-gg-00120-brnd,NIJ FY24 Invited to Apply - Byrne Discretionary Community Project Grants/Byrne Discretionary Grants Program,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172109,UNIVERSITY OF SOUTH FLORIDA,FL,15PNIJ-24-GG-00120-BRND,"$1,850,000",Open
2024,Expert Algorithm to Identify Seized Drugs from Tandem Mass Spectra,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03856-ress,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,WV,15PNIJ-24-GG-03856-RESS,"$399,300",Open
2024,"Exploring the Intersection of Human Trafficking, Drug Trafficking, and Other Criminal Activity in the United States",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01904-ress,"NIJ FY24 Research and Evaluation on Drugs and Crime: Money Laundering, Firearms, and Human Trafficking",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171990,NATIONAL OPINION RESEARCH CENTER,IL,15PNIJ-24-GG-01904-RESS,"$649,895",Open
2024,Exploring the Nexus of Human Trafficking and Drug Trafficking in a Border County,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01907-ress,"NIJ FY24 Research and Evaluation on Drugs and Crime: Money Laundering, Firearms, and Human Trafficking",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171990,UNIVERSITY OF MASSACHUSETTS LOWELL,MA,15PNIJ-24-GG-01907-RESS,"$649,732",Open
2024,Facility Exposure and Crime in New York City Streets: A Latent Profile Analysis Approach,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01566-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,NY,15PNIJ-24-GG-01566-RESS,"$37,158",Open
2024,"FBI Subaward to the NIST project ""Identifying Class and Individual Characteristics of Printer Marks on Additively Manufactured Firearm Components""",https://nij.ojp.gov/funding/awards/grant14110035-b,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,Federal Bureau of Investigation,,GRANT14110035-B,"$130,000",Open
2024,FIU - Forensic Technology Center of Excellence,https://nij.ojp.gov/funding/awards/15pnij-21-gk-02191-ress/3,NIJ FY24 Invited to Apply - Forensic Technology Center of Excellence (FTCOE),https://nij.ojp.gov/funding/opportunities/o-nij-2024-172240,FLORIDA INTERNATIONAL UNIVERSITY,FL,15PNIJ-21-GK-02191-RESS,"$350,000",Open
2024,"Forensic Technology Center of Excellence, Fiscal Year 2021",https://nij.ojp.gov/funding/awards/15pnij-21-gk-02192-mumu/3,NIJ FY24 Invited to Apply - Forensic Technology Center of Excellence (FTCOE),https://nij.ojp.gov/funding/opportunities/o-nij-2024-172240,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-21-GK-02192-MUMU,"$2,250,000",Open
2024,Fraud Narratives: The ecology of skepticism towards Latino immigrants,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01581-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,UNIVERSITY OF CALIFORNIA IRVINE,CA,15PNIJ-24-GG-01581-RESS,"$120,000",Open
2024,"Funding Support for the Operations of the Committee on Law and Justice of the National Academies of Sciences, Engineering, and Medicine",https://nij.ojp.gov/funding/awards/15pnij-23-gg-03573-nijb/1,"NIJ FY24 Invited to Apply - Funding for Support for the Operations of the Committee on Law and Justice of the National Academies of Sciences, Engineering and Medicine",https://nij.ojp.gov/funding/opportunities/o-nij-2024-172212,NATIONAL ACADEMY OF SCIENCES,DC,15PNIJ-23-GG-03573-NIJB,"$500,000",Open
2024,FUSE: Fast Unbiased Small-area Estimation for Timely Measurement of Community Perceptions of Policing and Public Safety,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02841-ress,NIJ FY24 Measurement of Community Perceptions,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171984,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,IA,15PNIJ-24-GG-02841-RESS,"$499,658",Open
2024,Guiding Interpretation: Leveraging High-Density SNP Data from Major U.S. Populations for Forensic Genetic Analyses,https://nij.ojp.gov/funding/awards/djo-nij-25-ro-0002,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,Armed Forces DNA Identification Laboratory,,DJO-NIJ-25-RO-0002,"$990,468",Open
2024,Harnessing Artificial Intelligence to Evaluate Microscopic Characteristics of Skeletal Trauma,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03844-mumu,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,MAYO CLINIC ARIZONA,AZ,15PNIJ-24-GG-03844-MUMU,"$691,362",Open
